epoch,loss,accuracy,model
1,1.0055795397077287,0.41743119266055045,relu
1,0.9796458908489772,0.5091743119266054,relu
1,1.0419097585337502,0.44036697247706424,relu,machine_learning_model_relu1.pth
1,1.0496187039784022,0.463302752293578,relu,machine_learning_model_relu2.pth
1,0.9734822937420436,0.4724770642201835,relu,models/machine_learning_model_relu1.pth
1,1.067704473223005,0.3623853211009174,relu,models/machine_learning_model_relu2.pth
